location,price,features,listing_url,name,lat,long,source,rating
"109/271-281 Gouger, Adelaide SA 5000",395,"['Bed: 2', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/109-271-281-gouger-adelaide-sa-5000/8100143,,-34.9309679,138.589054,homely,
"209/180 Morphett Street, Adelaide SA 5000",320,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/209-180-morphett-street-adelaide-sa-5000/8099570,,-34.92672290000001,138.5941253,homely,
"6/13 Hutt Street, Adelaide SA 5000",225,"['Bed: 1', 'Bath: 1', 'Car: 1']",https://www.homely.com.au/homes/6-13-hutt-street-adelaide-sa-5000/8099291,,-34.9256776,138.6114717,homely,
"203/9 Paxtons Walk, Adelaide SA 5000",350,"['Bed: 2', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/203-9-paxtons-walk-adelaide-sa-5000/8089314,,-34.9217096,138.6086464,homely,
"1113/180 Morphett Street, Adelaide SA 5000",348,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/1113-180-morphett-street-adelaide-sa-5000/8077047,,-34.92672290000001,138.5941253,homely,
"27D/17 Eden Street, Adelaide SA 5000",395,"['Bed: 2', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/27d-17-eden-street-adelaide-sa-5000/8068253,,-34.930914,138.6072138,homely,
"6/27 Cypress Street, Adelaide SA 5000",480,"['Bed: 3', 'Bath: 3', 'Car: 1', '43m²']",https://www.homely.com.au/homes/6-27-cypress-street-adelaide-sa-5000/8059443,,-34.9293399,138.6069935,homely,
"604/15 Vaughan Place, Adelaide SA 5000",430,"['Bed: 1', 'Bath: 1', 'Car: 1']",https://www.homely.com.au/homes/604-15-vaughan-place-adelaide-sa-5000/8056064,,-34.9219035,138.6081144,homely,
"103/39 Grenfell Street, Adelaide SA 5000",380,"['Bed: 2', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/103-39-grenfell-street-adelaide-sa-5000/8049183,,-34.9250374,138.601411,homely,
"122/281-286 North Terrace, Adelaide SA 5000",380,"['Bed: 2', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/122-281-286-north-terrace-adelaide-sa-5000/8042967,,-34.9213487,138.6087407,homely,
"1507/15 Austin Street, Adelaide SA 5000",450,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/1507-15-austin-street-adelaide-sa-5000/8042663,,-34.9219743,138.6048095,homely,
"2/79a Hindley Street, Adelaide SA 5000",240,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/2-79a-hindley-street-adelaide-sa-5000/8023860,,-34.9233497,138.5965241,homely,
"10/13 Hutt Street, Adelaide SA 5000",195,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/10-13-hutt-street-adelaide-sa-5000/8023826,,-34.9256776,138.6114717,homely,
"181/65 King William Street, Adelaide SA 5000",430,"['Bed: 2', 'Bath: 2', 'Car: 0']",https://www.homely.com.au/homes/181-65-king-william-street-adelaide-sa-5000/8020062,,-34.9238582,138.5991008,homely,
"3/247 Gouger Street, Adelaide SA 5000",220,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/3-247-gouger-street-adelaide-sa-5000/8018625,,-34.9311471,138.5901521,homely,
"23 King William St, Adelaide SA 5000",150,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/23-king-william-st-adelaide-sa-5000/8015838,,-34.9224259,138.5991292,homely,
"413/281 North Terrace, Adelaide SA 5000",415,"['Bed: 2', 'Bath: 1', 'Car: 1']",https://www.homely.com.au/homes/413-281-north-terrace-adelaide-sa-5000/6820956,,-34.9215294,138.6086657,homely,
"17 Colby Place, Adelaide SA 5000",475,"['Bed: 3', 'Bath: 2', 'Car: 1']",https://www.homely.com.au/homes/17-colby-place-adelaide-sa-5000/8003908,,-34.9320764,138.6040561,homely,
"5/10a Delhi Street, Adelaide SA 5000",450,"['Bed: 3', 'Bath: 1', 'Car: 1']",https://www.homely.com.au/homes/5-10a-delhi-street-adelaide-sa-5000/8000146,,-34.9346729,138.6058912,homely,
"71/9 East Terrace, Adelaide SA 5000",425,"['Bed: 2', 'Bath: 1', 'Car: 1']",https://www.homely.com.au/homes/71-9-east-terrace-adelaide-sa-5000/5876918,,-34.9219124,138.6100064,homely,
"804A/20 Hindmarsh Square, Adelaide SA 5000",450,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/804a-20-hindmarsh-square-adelaide-sa-5000/7966412,,-34.9233898,138.6066911,homely,
"23 Lowe Street, Adelaide SA 5000",540,"['Bed: 3', 'Bath: 1', 'Car: 2']",https://www.homely.com.au/homes/23-lowe-street-adelaide-sa-5000/6902682,,-34.9314066,138.5904909,homely,
"1602/18 Rowlands Place, Adelaide SA 5000",800,"['Bed: 2', 'Bath: 2', 'Car: 1']",https://www.homely.com.au/homes/1602-18-rowlands-place-adelaide-sa-5000/7937028,,-34.9281888,138.5968156,homely,
"407/39 Grenfell Street, Adelaide SA 5000",400,"['Bed: 2', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/407-39-grenfell-street-adelaide-sa-5000/6621290,,-34.9250451,138.6014006,homely,
"Room4/133 Rundle Mall, Adelaide SA 5000",295,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/room4-133-rundle-mall-adelaide-sa-5000/7888708,,-34.922955,138.6044586,homely,
"133 Rundle Mall, Adelaide SA 5000",175,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/133-rundle-mall-adelaide-sa-5000/7878233,,-34.922955,138.6044586,homely,
"10 Twin Street, Adelaide SA 5000",175,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/10-twin-street-adelaide-sa-5000/7717998,,-34.9231408,138.6045682,homely,
"7/29-31 Compton Street, Adelaide SA 5000",435,"['Bed: 2', 'Bath: 2', 'Car: 2', '1000m²']",https://www.homely.com.au/homes/7-29-31-compton-street-adelaide-sa-5000/7716847,,-34.9312925,138.5965609,homely,
"1203/15-17 Austin Street, Adelaide SA 5000",580,"['Bed: 2', 'Bath: 2', 'Car: 1']",https://www.homely.com.au/homes/1203-15-17-austin-street-adelaide-sa-5000/7703415,,-34.9219743,138.6048095,homely,
"802/271-281 Gouger Street, Adelaide SA 5000",480,"['Bed: 2', 'Bath: 1', 'Car: 1']",https://www.homely.com.au/homes/802-271-281-gouger-street-adelaide-sa-5000/7674470,,-34.9309679,138.589054,homely,
"707/185 Morphett Street, Adelaide SA 5000",450,"['Bed: 1', 'Bath: 1', 'Car: 1']",https://www.homely.com.au/homes/707-185-morphett-street-adelaide-sa-5000/7672214,,-34.9268439,138.5933815,homely,
"10/9 East Terrace East Terrace (Botanic Apartments), Adelaide SA 5000",420,"['Bed: 2', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/10-9-east-terrace-east-terrace-botanic-apartm/7566658,,-34.9215989,138.6099774,homely,
"13 Hutt Street, Adelaide SA 5000",195,"['Bed: 1', 'Bath: 1', 'Car: 0']",https://www.homely.com.au/homes/13-hutt-street-adelaide-sa-5000/7544715,,-34.9256776,138.6114717,homely,
