location,price,features,listing_url,name,lat,long,source,rating
"Adelaide, Adelaide",529.1079812206573,"['4 guests', '2 bedrooms', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/46144914?previous_page_section_name=1000&federated_search_id=9210ec1f-c5a7-4e0e-8c38-d0e564b8d7b2,Brand New luxury South Terrace No.03,-34.9284989,138.6007456,aribnb,4.95 (20 reviews)
"Adelaide, Adelaide",1012.2065727699531,"['3 guests', '1 bedroom', '1 bed', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/39808939?previous_page_section_name=1000&federated_search_id=9210ec1f-c5a7-4e0e-8c38-d0e564b8d7b2,CBD Square View 1-Bedroom Apt With Free Parking #1,-34.9284989,138.6007456,aribnb,4.78 (49 reviews)
"Adelaide, Adelaide",633.1768388106416,"['3 guests', '2 bedrooms', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/32940117?previous_page_section_name=1000&federated_search_id=9210ec1f-c5a7-4e0e-8c38-d0e564b8d7b2,Adelaide City - Art Apartment,-34.9284989,138.6007456,aribnb,4.85 (81 reviews)
"Trinity Gardens, Adelaide",484.1940532081377,"['2 guests', 'Studio', '1 bed', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/plus/31808273?previous_page_section_name=1000&federated_search_id=9210ec1f-c5a7-4e0e-8c38-d0e564b8d7b2,Scandi-Style Loft Close to Cosmopolitan Norwood Parade,-34.9119911,138.6449991,aribnb,4.98 (160 reviews)
"North Adelaide, Adelaide",873.0829420970266,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/1646927?previous_page_section_name=1000&federated_search_id=9210ec1f-c5a7-4e0e-8c38-d0e564b8d7b2,The Lion Cottage: Choose T.L.C.,-34.9083198,138.5919105,aribnb,4.86 (79 reviews)
"Adelaide, Adelaide",754.7730829420971,"['4 guests', '2 bedrooms', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/36855333?previous_page_section_name=1000&federated_search_id=9210ec1f-c5a7-4e0e-8c38-d0e564b8d7b2,Stylish apartment close to Chinatown-Car Park✔WIFI,-34.9284989,138.6007456,aribnb,4.65 (94 reviews)
"Adelaide, Adelaide",528.0125195618155,"['4 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/17353800?previous_page_section_name=1000&federated_search_id=9210ec1f-c5a7-4e0e-8c38-d0e564b8d7b2,"Modern CBD with cozy, quiet and secure living",-34.9284989,138.6007456,aribnb,4.79 (146 reviews)
"Adelaide, Adelaide",673.7089201877935,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/46093618?previous_page_section_name=1000&federated_search_id=9210ec1f-c5a7-4e0e-8c38-d0e564b8d7b2,Stunning CBD 1 BR Apartment With City View - V411S,-34.9284989,138.6007456,aribnb,5.0 (5 reviews)
"Adelaide, Adelaide",543.3489827856025,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/6008072?previous_page_section_name=1000&federated_search_id=9210ec1f-c5a7-4e0e-8c38-d0e564b8d7b2,Centrally located apartment,-34.9284989,138.6007456,aribnb,4.50 (256 reviews)
"Adelaide, Adelaide",890.6103286384977,"['4 guests', '2 bedrooms', '3 beds', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/39784436?previous_page_section_name=1000&federated_search_id=9210ec1f-c5a7-4e0e-8c38-d0e564b8d7b2,Adelaide CBD East End Fringe/Womad,-34.9284989,138.6007456,aribnb,4.84 (80 reviews)
"Adelaide, Adelaide",520.3442879499219,"['6 guests', '2 bedrooms', '3 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/16558225?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,"York Luxury- sleeps 6, free park, city centre!",-34.9284989,138.6007456,aribnb,4.75 (277 reviews)
"Torrensville, Adelaide",427.23004694835686,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/44251281?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Luxury Boutique One Bedroom Studio Apartment,-34.9145815,138.559403,aribnb,4.86 (57 reviews)
"Adelaide, Adelaide",543.3489827856025,"['4 guests', '2 bedrooms', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/38388531?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Brand New luxury South Terrace No.01,-34.9284989,138.6007456,aribnb,4.85 (92 reviews)
"Unley, Adelaide",474.3348982785603,"['2 guests', '1 bedroom', '1 bed', '1 private bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/39209540?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,"Modern, beautifully furnished, very clean home.",-34.9502002,138.6074494,aribnb,5.0 (43 reviews)
"Adelaide, Adelaide",643.0359937402192,"['4 guests', '2 bedrooms', '2 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/49744121?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Adelaide CBD Gem,-34.9284989,138.6007456,aribnb,4.82 (11 reviews)
"Adelaide, Adelaide",976.056338028169,"['5 guests', '2 bedrooms', '2 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/46075265?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Walk to Central Market✶Parking✔GYM&POOL opened✔,-34.9284989,138.6007456,aribnb,4.57 (49 reviews)
"Adelaide, Adelaide",901.5649452269172,"['4 guests', '2 bedrooms', '2 beds', '2 baths', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/51892262?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Enchanting at Rowlands✔Central Mkt✔Cityview✔Wifi,-34.9284989,138.6007456,aribnb,5.0 (8 reviews)
"Adelaide, Adelaide",538.9671361502348,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/49759573?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Brand New luxury South Terrace No.16,-34.9284989,138.6007456,aribnb,4.80 (5 reviews)
"Adelaide, Adelaide",523.6306729264476,"['2 guests', 'Studio', '1 bed', '1 bath', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/48854052?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,208b - Frome St Studio Apartment - Balcony+Wi-Fi!,-34.9284989,138.6007456,aribnb,4.83 (6 reviews)
"Adelaide, Adelaide",623.3176838810642,"['3 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/21303454?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Stunning CBD 1BR Apartment With a Balcony - V213,-34.9284989,138.6007456,aribnb,4.75 (88 reviews)
"Adelaide, Adelaide",885.1330203442881,"['6 guests', '3 bedrooms', '5 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/9701414?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,LUXE ABODE VICTORIA SQ CENTRAL MARKET FREE PARKING,-34.9284989,138.6007456,aribnb,4.77 (284 reviews)
"Adelaide, Adelaide",49870.89201877935,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/11283382?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Studio Apartment,-34.9284989,138.6007456,aribnb,4.21 (19 reviews)
"Hyde Park, Adelaide",474.3348982785603,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/40429211?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,"Modern, urban apartment in vibrant district",-34.955254,138.6000813,aribnb,4.86 (28 reviews)
"North Adelaide, Adelaide",350.547730829421,"['2 guests', 'Studio', '1 bed', '1 bath', 'Kitchen', 'Air conditioning']",https://www.airbnb.com/rooms/17514714?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Golf Course Views!,-34.9083198,138.5919105,aribnb,4.79 (101 reviews)
"Adelaide, Adelaide",830.359937402191,"['6 guests', '2 bedrooms', '3 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/31580472?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,"Light, spacious luxury apartment with awesome view",-34.9284989,138.6007456,aribnb,4.74 (66 reviews)
"Adelaide, Adelaide",862.1283255086073,"['4 guests', '2 bedrooms', '2 beds', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/42895193?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Daisy on Grote★Pool&Gym★Central Mkt★NBN,-34.9284989,138.6007456,aribnb,4.47 (38 reviews)
"Kensington, Adelaide",548.8262910798122,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Wifi']",https://www.airbnb.com/rooms/88260?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Warehouse Apartment,-34.9246977,138.6463952,aribnb,4.87 (213 reviews)
"Adelaide, Adelaide",941.001564945227,"['6 guests', '2 bedrooms', '4 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/32020437?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,"Paradise in the Sky - Views, Luxury and Location!",-34.9284989,138.6007456,aribnb,4.94 (174 reviews)
"Adelaide, Adelaide",1132.7073552425666,"['4 guests', '2 bedrooms', '2 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/49215032?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,Pearl on Grote★Pool&Gym✔︎Central Mkt✔︎Parking,-34.9284989,138.6007456,aribnb,4.76 (37 reviews)
"Bowden, Adelaide",566.3536776212833,"['6 guests', '2 bedrooms', '3 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/17075065?previous_page_section_name=1000&federated_search_id=fbfddaa1-47e6-4ffe-96de-07ac26a58fb8,"York Magnificent Apartment, Free parking, modern",-34.9027533,138.5802196,aribnb,4.91 (188 reviews)
"Adelaide, Adelaide",1156.8075117370893,"['4 guests', '1 bedroom', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/22309600?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Swainson at Vue - Pool & Gym Open!,-34.9284989,138.6007456,aribnb,4.62 (178 reviews)
"Adelaide, Adelaide",910.3286384976526,"['5 guests', '2 bedrooms', '2 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/3678871?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Splendid Apartment in Adelaide CBD,-34.9284989,138.6007456,aribnb,4.76 (77 reviews)
"North Adelaide, Adelaide",602.5039123630673,"['3 guests', '1 bedroom', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/31680233?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,"Stylish North Adelaide apartment, walk to the Oval",-34.9083198,138.5919105,aribnb,4.80 (49 reviews)
"Adelaide, Adelaide",797.4960876369328,"['4 guests', '2 bedrooms', '2 beds', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/48700793?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,❤Dear home❤2BR Pool✔Sauna✔Wifi✔CBD✔Restaurant✔Bar,-34.9284989,138.6007456,aribnb,4.63 (38 reviews)
"Adelaide, Adelaide",1111.8935837245697,"['4 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/9478599?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Renovated cottage in CBD with Backyard!,-34.9284989,138.6007456,aribnb,4.83 (212 reviews)
"Glandore, Adelaide",257.433489827856,"['2 guests', '1 bedroom', '1 bed', '1 private bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/355403?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Cosy courtyard home (double bed),-34.9646362,138.5672753,aribnb,4.84 (448 reviews)
"Adelaide, Adelaide",797.4960876369328,"['5 guests', '2 bedrooms', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/41565194?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Slow Pace in City ♫ Wifi✔Parking✔Coffeeshop✔,-34.9284989,138.6007456,aribnb,4.19 (59 reviews)
"Adelaide, Adelaide",501.7214397496088,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/45882778?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Brand New luxury South Terrace No.26,-34.9284989,138.6007456,aribnb,4.90 (30 reviews)
"Adelaide, Adelaide",903.755868544601,"['5 guests', '2 bedrooms', '2 beds', '2 baths', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/44020182?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Sunshine☼2-bed Apt |Central of CBD| POOL&GYM OPEN,-34.9284989,138.6007456,aribnb,4.67 (57 reviews)
"Adelaide, Adelaide",548.8262910798122,"['2 guests', 'Studio', '1 bed', '1 bath', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/47032416?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,"Frome St Apartments - Wi-Fi, Kitchenette, Balcony",-34.9284989,138.6007456,aribnb,5.0 (8 reviews)
"Adelaide, Adelaide",523.6306729264476,"['3 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/23291826?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Therrrich Stunning 1BR CBD Apartment with balcony,-34.9284989,138.6007456,aribnb,4.79 (85 reviews)
"Adelaide, Adelaide",787.6369327073553,"['4 guests', '2 bedrooms', '3 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/31401627?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,TAO - Surflen Luxury ♠黑桃睡梦馆 —— 轻奢·赛芙蓉,-34.9284989,138.6007456,aribnb,4.38 (119 reviews)
"Adelaide, Adelaide",748.2003129890454,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/50387831?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Project BNB at the VUE★ADELAIDE HILLS VIEWS + GYM + POOL★,-34.9284989,138.6007456,aribnb,4.65 (23 reviews)
"Adelaide, Adelaide",997.9655712050078,"['4 guests', '2 bedrooms', '2 beds', '2 baths', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/15013669?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,★Central on 7th☆ CBD; Just read the reviews!,-34.9284989,138.6007456,aribnb,4.90 (196 reviews)
"Norwood, Adelaide",439.2801251956182,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/23633116?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,#7 Easy Breezy Leafy - apartment retreat,-34.9213881,138.632203,aribnb,rating
"North Adelaide, Adelaide",733.9593114241002,"['4 guests', '2 bedrooms', '2 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/21080684?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,GLORIOUS BALCONY VIEWS OF ADELAIDE OVAL & THE CBD!,-34.9083198,138.5919105,aribnb,4.83 (179 reviews)
"Adelaide, Adelaide",947.5743348982787,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/41485186?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Botanic Gardens Apartment- Prime City Location,-34.9284989,138.6007456,aribnb,4.93 (41 reviews)
"Adelaide, Adelaide",623.3176838810642,"['2 guests', '1 bedroom', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/46715823?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Stunning CBD 1 BR Apartment With a View - V813,-34.9284989,138.6007456,aribnb,4.69 (13 reviews)
"Adelaide, Adelaide",858.8419405320815,"['4 guests', '2 bedrooms', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/27837598?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Central Market Cottage: urban retreat,-34.9284989,138.6007456,aribnb,4.83 (46 reviews)
"Adelaide, Adelaide",678.0907668231613,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/42004894?previous_page_section_name=1000&federated_search_id=589e7c32-8e73-4543-98f3-06742345a882,Adelaide City Centre Gem,-34.9284989,138.6007456,aribnb,4.85 (13 reviews)
"North Adelaide, Adelaide",494.0532081377152,"['2 guests', 'Studio', '1 bed', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/6954560?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Studio 18 Premium Studio Apartment,-34.9083198,138.5919105,aribnb,4.94 (94 reviews)
"North Adelaide, Adelaide",967.2926447574334,"['4 guests', '2 bedrooms', '2 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/49888042?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,★Archer St ❤ of North Adelaide★Balcony★65”TV★,-34.9083198,138.5919105,aribnb,4.97 (32 reviews)
"Adelaide, Adelaide",497.33959311424104,"['6 guests', '2 bedrooms', '4 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/22193584?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Tindy’s City Pad,-34.9284989,138.6007456,aribnb,4.80 (213 reviews)
"Adelaide, Adelaide",1242.2535211267605,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/41539512?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Spacious One Bed Apartment in central Adelaide,-34.9284989,138.6007456,aribnb,4.0 (65 reviews)
"Adelaide, Adelaide",602.5039123630673,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/20140307?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,"City Oasis-Central, Secure and Quiet",-34.9284989,138.6007456,aribnb,4.96 (45 reviews)
"Adelaide, Adelaide",648.5133020344288,"['4 guests', '1 bedroom', '1 bed', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/17244394?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Citi Terrace Apartment with amazing views.,-34.9284989,138.6007456,aribnb,4.94 (222 reviews)
"Adelaide, Adelaide",739.4366197183099,"['5 guests', '2 bedrooms', '3 beds', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/32458068?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Vibrant East End★Rundle Mall/St✔North Tce✔CBD,-34.9284989,138.6007456,aribnb,4.28 (128 reviews)
"Adelaide, Adelaide",930.0469483568074,"['4 guests', '2 bedrooms', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/50273022?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Sparkle on Bohem☆Free carpark✔Pool✔Restaurant✔Bar✔,-34.9284989,138.6007456,aribnb,4.78 (9 reviews)
"Adelaide, Adelaide",536.7762128325509,"['2 guests', '1 bedroom', '2 beds', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/45996264?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Brand New luxury South Terrace No.23,-34.9284989,138.6007456,aribnb,4.89 (19 reviews)
"Adelaide, Adelaide",1129.4209702660407,"['4 guests', '2 bedrooms', '2 beds', '2 baths', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/45223637?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Homey Apt Amazing Views ✔Location✔Elegant✔ Parking,-34.9284989,138.6007456,aribnb,4.71 (63 reviews)
"Adelaide, Adelaide",548.8262910798122,"['2 guests', 'Studio', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/46949186?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Frome Street Studio- Balcony + Kitchenette!!,-34.9284989,138.6007456,aribnb,rating
"Adelaide, Adelaide",548.8262910798122,"['2 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/8175212?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,city central by market oval & river,-34.9284989,138.6007456,aribnb,4.36 (238 reviews)
"Ridleyton, Adelaide",224.56964006259778,"['2 guests', '1 bedroom', '1 bed', '1 private bath', 'Kitchen', 'Wifi']",https://www.airbnb.com/rooms/21177467?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Room close to the CBD. Clean and bright.,-34.8941598,138.5718403,aribnb,4.66 (33 reviews)
"Bowden, Adelaide",726.2910798122066,"['4 guests', '2 bedrooms', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/39999519?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,"Pet friendly, secure, accessible easy living",-34.9027533,138.5802196,aribnb,4.96 (46 reviews)
"Adelaide, Adelaide",531.2989045383412,"['3 guests', '1 bedroom', '2 beds', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/21600389?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,"Stylish apartment, superb location WiFi",-34.9284989,138.6007456,aribnb,4.92 (97 reviews)
"Walkerville, Adelaide",325.3521126760564,"['2 guests', 'Studio', '1 bed', '1 bath', 'Kitchen', 'Air conditioning']",https://www.airbnb.com/rooms/45549340?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Studio Apartment,-34.8906765,138.6177255,aribnb,4.86 (58 reviews)
"Adelaide, Adelaide",989.2018779342724,"['4 guests', '2 bedrooms', '2 beds', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/26203315?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,★Serendipity on Gouger★2BR Staycation✔Markets✔Wifi,-34.9284989,138.6007456,aribnb,4.78 (140 reviews)
"Adelaide, Adelaide",662.7543035993741,"['6 guests', '2 bedrooms', '3 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/2447622?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,East End CBD Apt-2 Beds+free parking,-34.9284989,138.6007456,aribnb,4.79 (90 reviews)
"Adelaide, Adelaide",866.5101721439751,"['5 guests', '2 bedrooms', '3 beds', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/31958527?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,★Tropicana on Bent★✔2BR Staycation✔CBD✔Free Wifi,-34.9284989,138.6007456,aribnb,4.47 (106 reviews)
"Adelaide, Adelaide",921.2832550860719,"['5 guests', '2 bedrooms', '2 beds', '2 baths', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/42894735?previous_page_section_name=1000&federated_search_id=8f227754-f87f-480f-834d-d7576e4219d0,Amazing Cityview🏙POOL&Gym open!★Spacious 2Bed Apt,-34.9284989,138.6007456,aribnb,4.81 (32 reviews)
"Unley, Adelaide",417.3708920187794,"['4 guests', '1 bedroom', '1 bed', '1 bath', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/plus/21792271?previous_page_section_name=1000&federated_search_id=40644f34-d5f5-4b67-908a-2a38269291a4,Cosy Apartment on Quiet Street in Unley,-34.9502002,138.6074494,aribnb,4.85 (115 reviews)
"Adelaide, Adelaide",748.2003129890454,"['4 guests', '2 bedrooms', '2 beds', '1 bath', 'Free parking', 'Kitchen', 'Air conditioning', 'Wifi']",https://www.airbnb.com/rooms/38450197?previous_page_section_name=1000&federated_search_id=40644f34-d5f5-4b67-908a-2a38269291a4,High Level Two Bedroom Apartment with Free Parking,-34.9284989,138.6007456,aribnb,4.50 (10 reviews)
